
day,entity,product,price_tier,anticipation_method,payment_method,installments,amount_transacted,quantity_transactions,quantity_of_merchants
2025-02-17,PJ,tap,domination,D1Anticipation,credit,11,3300,1,1
2025-02-17,PF,tap,normal,D1Anticipation,credit,11,125154.23,65,62
2025-02-17,PJ,pos,domination,D1Anticipation,credit,11,4049.88,2,2
2025-02-17,PJ,tap,normal,D1Anticipation,credit,11,126446.61,19,17
2025-02-17,PJ,pos,aggressive,D1Anticipation,credit,12,1374869.44,333,285
2025-02-17,PF,link,normal,D0/Nitro,credit,12,674319,549,519
2025-02-17,PJ,tap,normal,D1Anticipation,credit,12,2798550.52,610,552
2025-02-17,PF,tap,domination,D1Anticipation,credit,12,5000,1,1
2025-02-17,PJ,pos,aggressive,D0/Nitro,credit,12,7261.5,6,6
2025-02-17,PF,tap,intermediary,D1Anticipation,credit,12,24789.62,6,6
2025-02-17,PJ,tap,aggressive,D0/Nitro,credit,12,1332,1,1
2025-02-17,PJ,link,domination,D0/Nitro,credit,12,7041,4,2
2025-02-17,PJ,link,normal,D0/Nitro,credit,12,288087.34,172,168
2025-02-17,PJ,link,domination,D1Anticipation,credit,12,253386.21,48,29
2025-02-17,PJ,link,aggressive,D1Anticipation,credit,12,155215.85,51,47
2025-02-17,PF,link,normal,D1Anticipation,credit,12,576759.61,366,353
2025-02-17,PJ,link,intermediary,D0/Nitro,credit,12,9708.46,5,5
2025-02-17,PJ,tap,normal,D0/Nitro,credit,12,265613.27,118,111
2025-02-17,PJ,pos,normal,D0/Nitro,credit,12,222317.61,103,78
2025-02-17,PF,link,aggressive,D1Anticipation,credit,12,3959.9,2,2
2025-02-17,PF,tap,aggressive,D1Anticipation,credit,12,27200,4,4
2025-02-17,PF,pos,aggressive,D1Anticipation,credit,12,5240,2,1
2025-02-17,PJ,link,normal,D1Anticipation,credit,12,1083948.84,418,395
2025-02-17,PJ,tap,domination,D1Anticipation,credit,12,147062.92,19,16
2025-02-17,PJ,pos,domination,D1Anticipation,credit,12,1514516.37,364,218
2025-02-17,PJ,tap,aggressive,D1Anticipation,credit,12,434387.08,79,65
2025-02-17,PJ,link,intermediary,D1Anticipation,credit,12,102325.24,36,29
2025-02-17,PJ,pos,intermediary,D1Anticipation,credit,12,1268275.67,272,214
2025-02-17,PF,pos,intermediary,D1Anticipation,credit,12,3056.88,1,1
2025-02-17,PJ,pos,domination,D0/Nitro,credit,12,6909.79,4,3
2025-02-17,PJ,pos,normal,D1Anticipation,credit,12,5708509.36,1399,1201
2025-02-17,PF,tap,normal,D1Anticipation,credit,12,4422619.4,2040,1836
2025-02-17,PF,tap,normal,D0/Nitro,credit,12,1855412.34,1146,1026
2025-02-17,PJ,tap,intermediary,D1Anticipation,credit,12,454589.71,51,42
2025-02-17,PF,pos,normal,D1Anticipation,credit,12,31904.92,11,11
2025-02-17,PJ,link,aggressive,D0/Nitro,credit,12,17024.81,11,9
2025-02-17,PF,link,aggressive,D0/Nitro,credit,12,9900.49,2,2
2025-02-17,PJ,pos,intermediary,D0/Nitro,credit,12,1330,1,1
2025-02-17,PF,pos,normal,D0/Nitro,credit,12,2800,1,1
2025-02-18,PJ,pix,normal,Pix,uninformed,1,18561648.23,376599,70968
2025-02-18,PJ,pos,intermediary,D1Anticipation,debit,1,2010487.85,34161,3364
2025-02-18,PF,tap,normal,D1Anticipation,debit,1,643823.76,15503,9635
2025-02-18,PJ,tap,normal,D1Anticipation,credit,1,2208152.24,8442,6838
2025-02-18,PJ,tap,aggressive,D1Anticipation,debit,1,15349.24,179,119
2025-02-18,PJ,link,domination,D1Anticipation,credit,1,121255.97,95,79
2025-02-18,PF,bank_slip,normal,Bank Slip,uninformed,1,133378.34,246,202
2025-02-18,PJ,link,intermediary,D1Anticipation,credit,1,131197.24,185,154
2025-02-18,PF,pix,aggressive,Pix,uninformed,1,10034.83,72,20
2025-02-18,PJ,link,aggressive,D0/Nitro,credit,1,38136.49,39,34
2025-02-18,PJ,pos,aggressive,D1Anticipation,credit,1,2919141.12,33855,8256
2025-02-18,PF,tap,intermediary,D0/Nitro,debit,1,487,14,6
2025-02-18,PJ,link,aggressive,D1Anticipation,credit,1,242807.24,437,337
2025-02-18,PF,tap,intermediary,D0/Nitro,credit,1,6841.39,13,9
2025-02-18,PF,pos,intermediary,D1Anticipation,credit,1,166,5,2
2025-02-18,PF,link,aggressive,D0/Nitro,credit,1,2035.14,4,4
2025-02-18,PJ,tap,intermediary,D0/Nitro,debit,1,3609.82,16,7
2025-02-18,PJ,tap,domination,D1Anticipation,credit,1,145720.27,52,46
2025-02-18,PF,tap,normal,D0/Nitro,credit,1,8377064.79,58456,44984
2025-02-18,PF,tap,intermediary,D1Anticipation,credit,1,17169.59,12,9
2025-02-18,PF,link,normal,D0/Nitro,credit,1,1498229.68,6784,6149
2025-02-18,PJ,pos,normal,D1Anticipation,credit,1,11038212.12,155118,68795
2025-02-18,PJ,pos,domination,D1Anticipation,credit,1,1261055.05,8936,1285
2025-02-18,PF,tap,aggressive,D0/Nitro,debit,1,3008.49,30,15
2025-02-18,PJ,pos,normal,D0/Nitro,credit,1,1693384.17,26485,11021
2025-02-18,PJ,link,domination,D0/Nitro,credit,1,4437.35,8,6
2025-02-18,PJ,link,intermediary,D0/Nitro,credit,1,10532.6,4,4
2025-02-18,PJ,pix,domination,Pix,uninformed,1,1634052.18,12891,1143
2025-02-18,PJ,bank_slip,domination,Bank Slip,uninformed,1,10033.43,5,4
2025-02-18,PF,tap,aggressive,D0/Nitro,credit,1,29849.57,52,33
2025-02-18,PJ,pos,normal,D0/Nitro,debit,1,2022606.52,64728,13565
2025-02-18,PF,pix,normal,Pix,uninformed,1,2530781.21,25512,12214
2025-02-18,PF,tap,intermediary,D1Anticipation,debit,1,296,7,2
2025-02-18,PJ,pos,normal,D1Anticipation,debit,1,11787604.89,296146,76917
2025-02-18,PF,tap,aggressive,D1Anticipation,debit,1,1974.51,18,11
2025-02-18,PJ,pos,intermediary,D0/Nitro,debit,1,84016.03,2276,159
2025-02-18,PF,tap,domination,D1Anticipation,debit,1,163,15,4
2025-02-18,PJ,tap,intermediary,D0/Nitro,credit,1,14876.27,24,14
2025-02-18,PJ,pos,domination,D0/Nitro,debit,1,44098.58,570,60
2025-02-18,PF,tap,domination,D1Anticipation,credit,1,3240.41,4,4
2025-02-18,PF,tap,aggressive,D1Anticipation,credit,1,29615.38,39,28
2025-02-18,PF,link,domination,D0/Nitro,credit,1,50,1,1
2025-02-18,PF,tap,domination,D0/Nitro,credit,1,185,2,2
2025-02-18,PF,pos,normal,D0/Nitro,debit,1,22495.61,754,214
2025-02-18,PJ,tap,normal,D0/Nitro,credit,1,1386202.78,6709,5327
2025-02-18,PJ,pos,aggressive,D0/Nitro,debit,1,181501.53,5092,500
2025-02-18,PJ,tap,normal,D0/Nitro,debit,1,309296.71,5015,3255
2025-02-18,PJ,tap,normal,D1Anticipation,debit,1,319915.04,5344,3439
2025-02-18,PF,pos,aggressive,D1Anticipation,debit,1,1031.25,24,6
2025-02-18,PJ,tap,intermediary,D1Anticipation,credit,1,200602.94,120,90
2025-02-18,PJ,bank_slip,aggressive,Bank Slip,uninformed,1,14450.75,15,14
2025-02-18,PJ,tap,aggressive,D0/Nitro,credit,1,67495.84,80,62
2025-02-18,PF,tap,normal,D0/Nitro,debit,1,2464681.13,44327,28246
2025-02-18,PJ,tap,domination,D1Anticipation,debit,1,2085.15,19,17
2025-02-18,PJ,tap,aggressive,D0/Nitro,debit,1,5563.91,36,26
2025-02-18,PF,link,intermediary,D0/Nitro,credit,1,265.81,3,2
2025-02-18,PJ,pix,intermediary,Pix,uninformed,1,1943192.06,25715,2669
2025-02-18,PJ,link,normal,D0/Nitro,credit,1,627509.65,1678,1547
2025-02-18,PJ,tap,domination,D0/Nitro,debit,1,107.5,3,2
2025-02-18,PJ,pos,domination,D1Anticipation,debit,1,1407920.1,16469,1331
2025-02-18,PF,link,domination,D1Anticipation,credit,1,2087.69,1,1
2025-02-18,PJ,pix,aggressive,Pix,uninformed,1,3082775.11,52753,6721
2025-02-18,PJ,pos,aggressive,D1Anticipation,debit,1,3391131.64,68482,8859
2025-02-18,PJ,pos,intermediary,D1Anticipation,credit,1,1740945.54,17342,3153
2025-02-18,PJ,pos,aggressive,D0/Nitro,credit,1,127221.42,2043,441
2025-02-18,PF,link,normal,D1Anticipation,credit,1,841990.15,3222,3002
2025-02-18,PF,pos,intermediary,D1Anticipation,debit,1,2440,12,3
2025-02-18,PF,tap,domination,D0/Nitro,debit,1,10.29,1,1
2025-02-18,PJ,tap,aggressive,D1Anticipation,credit,1,289292.2,309,241
2025-02-18,PF,link,intermediary,D1Anticipation,credit,1,300,2,2
2025-02-18,PF,pix,domination,Pix,uninformed,1,2049.26,26,6
2025-02-18,PF,pix,intermediary,Pix,uninformed,1,11840.74,51,11
2025-02-18,PJ,pos,domination,D0/Nitro,credit,1,22369.28,254,45
2025-02-18,PF,tap,normal,D1Anticipation,credit,1,4259597.21,21535,17370
2025-02-18,PJ,bank_slip,intermediary,Bank Slip,uninformed,1,3819.82,7,5
2025-02-18,PF,pos,aggressive,D1Anticipation,credit,1,488.45,9,4
2025-02-18,PF,pos,normal,D1Anticipation,debit,1,53289.69,1614,491
2025-02-18,PF,link,aggressive,D1Anticipation,credit,1,285.7,2,2
2025-02-18,PJ,pos,intermediary,D0/Nitro,credit,1,61224.39,852,151
2025-02-18,PF,pos,normal,D0/Nitro,credit,1,25005.43,344,159
2025-02-18,PF,pos,normal,D1Anticipation,credit,1,52284.15,790,424
2025-02-18,PJ,tap,intermediary,D1Anticipation,debit,1,7587.5,91,51
2025-02-18,PJ,bank_slip,normal,Bank Slip,uninformed,1,264608.05,399,280
2025-02-18,PJ,link,normal,D1Anticipation,credit,1,1636754.55,4371,3959
2025-02-18,PJ,tap,domination,D0/Nitro,credit,1,3869,5,5
2025-02-18,PJ,link,domination,D0/Nitro,credit,2,5456,10,7
2025-02-18,PF,pos,normal,D0/Nitro,credit,2,8854.09,25,24
2025-02-18,PF,tap,domination,D0/Nitro,credit,2,337.63,2,2
2025-02-18,PF,link,domination,D0/Nitro,credit,2,169.29,1,1
2025-02-18,PJ,pos,normal,D0/Nitro,credit,2,525235.53,1514,1363
2025-02-18,PF,link,domination,D1Anticipation,credit,2,112.98,1,1
2025-02-18,PF,pos,aggressive,D1Anticipation,credit,2,432,2,2
2025-02-18,PJ,tap,domination,D1Anticipation,credit,2,18798.92,13,13
2025-02-18,PJ,pos,normal,D1Anticipation,credit,2,5011432.85,16806,14653
2025-02-18,PJ,tap,intermediary,D1Anticipation,credit,2,43041.46,33,29
2025-02-18,PJ,pos,intermediary,D0/Nitro,credit,2,16891.03,37,28
2025-02-18,PJ,pos,intermediary,D1Anticipation,credit,2,559307.28,1796,1201
2025-02-18,PJ,pos,aggressive,D1Anticipation,credit,2,1119290.8,3440,2567
2025-02-18,PJ,pos,domination,D1Anticipation,credit,2,441282.51,1001,563
2025-02-18,PF,tap,normal,D1Anticipation,credit,2,1895137.84,4269,4083
2025-02-18,PJ,tap,normal,D1Anticipation,credit,2,841690.69,1699,1626
2025-02-18,PJ,link,normal,D1Anticipation,credit,2,1487082.15,3609,3281
2025-02-18,PJ,tap,normal,D0/Nitro,credit,2,370351.91,803,766
2025-02-18,PJ,link,domination,D1Anticipation,credit,2,73419.49,92,64
2025-02-18,PJ,tap,aggressive,D0/Nitro,credit,2,19364.85,19,18
2025-02-18,PF,tap,intermediary,D1Anticipation,credit,2,500,2,2
2025-02-18,PJ,link,aggressive,D1Anticipation,credit,2,241715.06,407,328
2025-02-18,PF,link,intermediary,D0/Nitro,credit,2,2560,2,2
2025-02-18,PF,pos,normal,D1Anticipation,credit,2,33540.08,109,101
2025-02-18,PJ,link,intermediary,D1Anticipation,credit,2,113348.78,167,146
2025-02-18,PF,link,aggressive,D1Anticipation,credit,2,1178.94,4,4
2025-02-18,PF,tap,aggressive,D1Anticipation,credit,2,431.02,2,2
2025-02-18,PF,tap,aggressive,D0/Nitro,credit,2,2856.87,8,7
2025-02-18,PF,tap,normal,D0/Nitro,credit,2,2361651.79,7397,6881
2025-02-18,PF,link,intermediary,D1Anticipation,credit,2,505.81,2,2
2025-02-18,PJ,pos,aggressive,D0/Nitro,credit,2,42662.8,103,78
2025-02-18,PJ,link,intermediary,D0/Nitro,credit,2,6428.4,10,8
2025-02-18,PJ,link,normal,D0/Nitro,credit,2,302695.23,750,702
2025-02-18,PF,tap,intermediary,D0/Nitro,credit,2,618.49,2,2
2025-02-18,PJ,tap,aggressive,D1Anticipation,credit,2,119216.28,102,95
2025-02-18,PF,link,aggressive,D0/Nitro,credit,2,1013.71,2,2
2025-02-18,PF,link,normal,D1Anticipation,credit,2,784337.58,2507,2366
2025-02-18,PJ,link,aggressive,D0/Nitro,credit,2,19268.18,36,26
2025-02-18,PJ,pos,domination,D0/Nitro,credit,2,7865.82,19,17
2025-02-18,PF,link,normal,D0/Nitro,credit,2,868684.17,2878,2790
2025-02-18,PJ,tap,intermediary,D0/Nitro,credit,2,11698.71,8,7
2025-02-18,PJ,tap,intermediary,D1Anticipation,credit,3,65015.27,38,33
2025-02-18,PJ,tap,domination,D1Anticipation,credit,3,43214.99,15,13
2025-02-18,PJ,link,domination,D1Anticipation,credit,3,135537.66,137,77
2025-02-18,PJ,link,aggressive,D0/Nitro,credit,3,16197.15,25,21
2025-02-18,PJ,tap,intermediary,D0/Nitro,credit,3,18068.18,4,4
2025-02-18,PF,pos,normal,D0/Nitro,credit,3,9823.21,10,10
2025-02-18,PF,pos,intermediary,D1Anticipation,credit,3,481.5,1,1
2025-02-18,PJ,tap,aggressive,D0/Nitro,credit,3,3022.73,5,4
2025-02-18,PF,tap,aggressive,D1Anticipation,credit,3,7278.7,4,4
2025-02-18,PF,tap,normal,D0/Nitro,credit,3,1990482.89,3940,3739
2025-02-18,PJ,link,normal,D0/Nitro,credit,3,399476.17,617,578
2025-02-18,PF,tap,intermediary,D0/Nitro,credit,3,200,1,1
2025-02-18,PJ,pos,aggressive,D0/Nitro,credit,3,57107.13,79,64
2025-02-18,PJ,pos,normal,D1Anticipation,credit,3,5954765.32,10911,9765
2025-02-18,PJ,pos,intermediary,D0/Nitro,credit,3,14663.25,8,8
2025-02-18,PJ,link,intermediary,D1Anticipation,credit,3,349618.28,243,162
2025-02-18,PF,link,domination,D1Anticipation,credit,3,1145.3,2,2
2025-02-18,PF,tap,aggressive,D0/Nitro,credit,3,5128.55,3,3
2025-02-18,PF,link,aggressive,D0/Nitro,credit,3,685.64,2,1
2025-02-18,PF,tap,intermediary,D1Anticipation,credit,3,500,1,1
2025-02-18,PJ,pos,domination,D1Anticipation,credit,3,740291.71,731,475
2025-02-18,PJ,tap,normal,D1Anticipation,credit,3,1156372.04,1331,1285
2025-02-18,PF,link,intermediary,D1Anticipation,credit,3,2020.62,2,2
2025-02-18,PF,link,normal,D0/Nitro,credit,3,813803.79,1689,1650
2025-02-18,PJ,link,intermediary,D0/Nitro,credit,3,8068,13,8
2025-02-18,PF,link,domination,D0/Nitro,credit,3,600,1,1
2025-02-18,PJ,link,normal,D1Anticipation,credit,3,2647019.04,3571,3231
2025-02-18,PF,pos,normal,D1Anticipation,credit,3,28091.85,59,52
2025-02-18,PJ,tap,normal,D0/Nitro,credit,3,374773.02,463,445
2025-02-18,PJ,pos,domination,D0/Nitro,credit,3,10302.91,10,7
2025-02-18,PJ,link,aggressive,D1Anticipation,credit,3,515310.59,545,394
2025-02-18,PJ,pos,normal,D0/Nitro,credit,3,495317.4,809,735
2025-02-18,PJ,pos,intermediary,D1Anticipation,credit,3,918335.93,1328,973
2025-02-18,PF,tap,normal,D1Anticipation,credit,3,2310348.91,3508,3385
2025-02-18,PJ,link,domination,D0/Nitro,credit,3,2344.95,5,5
2025-02-18,PJ,pos,aggressive,D1Anticipation,credit,3,1575382.63,2489,1955
2025-02-18,PJ,tap,aggressive,D1Anticipation,credit,3,183960.74,97,91
2025-02-18,PF,tap,domination,D0/Nitro,credit,3,437.24,2,2
2025-02-18,PF,link,normal,D1Anticipation,credit,3,1113703.42,2233,2117
2025-02-18,PF,link,aggressive,D1Anticipation,credit,3,4689.5,7,6
2025-02-18,PJ,pos,aggressive,D1Anticipation,credit,4,1025678.3,1011,886
2025-02-18,PJ,tap,normal,D1Anticipation,credit,4,1043804.98,803,765
2025-02-18,PF,tap,normal,D0/Nitro,credit,4,1620889.4,2367,2255
2025-02-18,PJ,pos,normal,D1Anticipation,credit,4,3870364.96,4677,4340
2025-02-18,PJ,link,normal,D0/Nitro,credit,4,265091.54,311,303
2025-02-18,PJ,tap,aggressive,D0/Nitro,credit,4,2473,3,3
2025-02-18,PF,tap,aggressive,D1Anticipation,credit,4,35155.48,5,5
2025-02-18,PJ,pos,aggressive,D0/Nitro,credit,4,23917.24,22,18
2025-02-18,PF,tap,normal,D1Anticipation,credit,4,2136075.35,2385,2305
2025-02-18,PF,link,normal,D0/Nitro,credit,4,673673.01,1015,1003
2025-02-18,PF,tap,domination,D0/Nitro,credit,4,1080,1,1
2025-02-18,PJ,tap,normal,D0/Nitro,credit,4,243269.39,255,248
2025-02-18,PF,tap,aggressive,D0/Nitro,credit,4,745.19,2,2
2025-02-18,PJ,link,aggressive,D0/Nitro,credit,4,18550.26,16,14
2025-02-18,PJ,link,aggressive,D1Anticipation,credit,4,227839.7,209,180
2025-02-18,PJ,link,intermediary,D1Anticipation,credit,4,149333.13,119,101
2025-02-18,PJ,link,normal,D1Anticipation,credit,4,1343172.66,1511,1422
2025-02-18,PF,pos,normal,D0/Nitro,credit,4,5378.5,10,10
2025-02-18,PF,tap,intermediary,D1Anticipation,credit,4,4873.94,2,2
2025-02-18,PF,link,domination,D0/Nitro,credit,4,312.4,1,1
2025-02-18,PF,link,domination,D1Anticipation,credit,4,304,1,1
2025-02-18,PJ,tap,aggressive,D1Anticipation,credit,4,122425.42,60,55
2025-02-18,PF,link,aggressive,D1Anticipation,credit,4,2071.31,3,3
2025-02-18,PF,pos,normal,D1Anticipation,credit,4,29832.99,37,35
2025-02-18,PJ,tap,domination,D1Anticipation,credit,4,62599.59,11,10
2025-02-18,PJ,pos,intermediary,D1Anticipation,credit,4,673627.14,601,509
2025-02-18,PJ,link,domination,D1Anticipation,credit,4,130892.85,79,52
2025-02-18,PJ,link,intermediary,D0/Nitro,credit,4,13851.79,7,7
2025-02-18,PJ,pos,intermediary,D0/Nitro,credit,4,15987.88,10,10
2025-02-18,PJ,pos,normal,D0/Nitro,credit,4,291468.62,318,299
2025-02-18,PJ,tap,intermediary,D1Anticipation,credit,4,37538.57,20,19
2025-02-18,PJ,pos,domination,D0/Nitro,credit,4,4142.98,7,6
2025-02-18,PJ,pos,domination,D1Anticipation,credit,4,438278.75,343,270
2025-02-18,PF,link,aggressive,D0/Nitro,credit,4,1220.5,2,2
2025-02-18,PF,link,normal,D1Anticipation,credit,4,740450.18,1073,1031
2025-02-18,PJ,pos,intermediary,D1Anticipation,credit,5,542239.97,362,305
2025-02-18,PF,tap,normal,D0/Nitro,credit,5,1389247.23,1675,1612
2025-02-18,PF,link,normal,D1Anticipation,credit,5,570164.67,657,640
2025-02-18,PJ,tap,intermediary,D1Anticipation,credit,5,58947.49,20,20
2025-02-18,PJ,tap,domination,D1Anticipation,credit,5,34919.92,6,5
2025-02-18,PJ,pos,aggressive,D1Anticipation,credit,5,779723.47,684,606
2025-02-18,PF,tap,aggressive,D1Anticipation,credit,5,14008.02,8,7
2025-02-18,PF,pos,normal,D0/Nitro,credit,5,1452.6,2,2
2025-02-18,PF,tap,normal,D1Anticipation,credit,5,2166573.27,2024,1958
2025-02-18,PF,tap,aggressive,D0/Nitro,credit,5,1960.25,1,1
2025-02-18,PJ,link,normal,D1Anticipation,credit,5,1260793.08,952,887
2025-02-18,PF,pos,normal,D1Anticipation,credit,5,19287.65,20,18
2025-02-18,PJ,pos,intermediary,D0/Nitro,credit,5,7371.91,6,6
2025-02-18,PJ,pos,domination,D0/Nitro,credit,5,2699.99,3,3
2025-02-18,PF,tap,intermediary,D0/Nitro,credit,5,3090.95,2,2
2025-02-18,PJ,link,intermediary,D0/Nitro,credit,5,14950.7,8,8
2025-02-18,PF,link,aggressive,D1Anticipation,credit,5,4667.55,4,4
2025-02-18,PJ,link,domination,D1Anticipation,credit,5,79971.9,53,46
2025-02-18,PF,pos,intermediary,D1Anticipation,credit,5,892.45,1,1
2025-02-18,PJ,tap,aggressive,D0/Nitro,credit,5,2060,2,2
2025-02-18,PJ,link,normal,D0/Nitro,credit,5,219787.18,207,199
2025-02-18,PJ,tap,normal,D1Anticipation,credit,5,936127.63,570,543
2025-02-18,PJ,pos,normal,D0/Nitro,credit,5,269541.49,232,217
2025-02-18,PF,link,normal,D0/Nitro,credit,5,562446.38,678,670
2025-02-18,PJ,pos,aggressive,D0/Nitro,credit,5,21318.32,17,15
2025-02-18,PJ,pos,domination,D1Anticipation,credit,5,549173.49,299,223
2025-02-18,PJ,link,intermediary,D1Anticipation,credit,5,123324.15,92,76
2025-02-18,PJ,tap,normal,D0/Nitro,credit,5,259802.16,212,202
2025-02-18,PF,tap,intermediary,D1Anticipation,credit,5,2367.36,2,2
2025-02-18,PJ,tap,aggressive,D1Anticipation,credit,5,123464.06,45,38
2025-02-18,PJ,link,domination,D0/Nitro,credit,5,328.95,1,1
2025-02-18,PJ,link,aggressive,D1Anticipation,credit,5,207571.71,166,138
2025-02-18,PJ,link,aggressive,D0/Nitro,credit,5,11938.88,10,9
2025-02-18,PJ,pos,normal,D1Anticipation,credit,5,3386273.82,2892,2714
2025-02-18,PF,link,intermediary,D0/Nitro,credit,5,1138,1,1
2025-02-18,PJ,pos,intermediary,D1Anticipation,credit,6,793311.41,493,378
2025-02-18,PF,pos,normal,D0/Nitro,credit,6,1960.08,3,3
2025-02-18,PJ,link,domination,D0/Nitro,credit,6,2910.19,2,2
2025-02-18,PJ,link,normal,D1Anticipation,credit,6,1520421.82,1016,942
2025-02-18,PJ,link,normal,D0/Nitro,credit,6,196510.17,166,159
2025-02-18,PJ,pos,aggressive,D1Anticipation,credit,6,1134790.19,711,625
2025-02-18,PF,tap,intermediary,D1Anticipation,credit,6,2813,3,2
2025-02-18,PJ,pos,normal,D0/Nitro,credit,6,246368.54,156,148
2025-02-18,PF,tap,normal,D0/Nitro,credit,6,1138688.08,1069,1012
2025-02-18,PJ,tap,intermediary,D1Anticipation,credit,6,78760.84,20,18
2025-02-18,PJ,tap,domination,D1Anticipation,credit,6,25359.47,11,10
2025-02-18,PF,link,normal,D0/Nitro,credit,6,450081.48,439,431
2025-02-18,PJ,link,aggressive,D1Anticipation,credit,6,340753.35,174,141
2025-02-18,PF,link,aggressive,D1Anticipation,credit,6,2500,4,3
2025-02-18,PJ,link,intermediary,D1Anticipation,credit,6,235596.18,106,87
2025-02-18,PF,tap,aggressive,D1Anticipation,credit,6,2253.13,2,2
2025-02-18,PF,link,intermediary,D1Anticipation,credit,6,628.46,1,1
2025-02-18,PJ,pos,normal,D1Anticipation,credit,6,3590731.94,2572,2371
2025-02-18,PF,link,domination,D1Anticipation,credit,6,489,1,1
2025-02-18,PF,pos,normal,D1Anticipation,credit,6,12890.56,10,10
2025-02-18,PJ,pos,intermediary,D0/Nitro,credit,6,8411.08,6,6
2025-02-18,PF,tap,normal,D1Anticipation,credit,6,1895066.36,1438,1396
2025-02-18,PF,link,normal,D1Anticipation,credit,6,672686.59,627,605
2025-02-18,PJ,tap,normal,D0/Nitro,credit,6,190095.45,127,121
2025-02-18,PJ,link,intermediary,D0/Nitro,credit,6,17700.44,9,5
2025-02-18,PF,link,aggressive,D0/Nitro,credit,6,3953.02,3,2
2025-02-18,PJ,link,domination,D1Anticipation,credit,6,97675.98,60,39
2025-02-18,PJ,tap,normal,D1Anticipation,credit,6,842924.68,438,423
2025-02-18,PJ,tap,aggressive,D0/Nitro,credit,6,10840,5,5
2025-02-18,PJ,tap,aggressive,D1Anticipation,credit,6,156259.82,50,49
2025-02-18,PJ,link,aggressive,D0/Nitro,credit,6,10173.79,6,6
2025-02-18,PJ,pos,domination,D1Anticipation,credit,6,534009.65,288,226
2025-02-18,PJ,pos,aggressive,D0/Nitro,credit,6,39988.7,19,17
2025-02-18,PJ,tap,intermediary,D0/Nitro,credit,6,678.29,1,1
2025-02-18,PJ,pos,domination,D0/Nitro,credit,6,6521.85,9,7
2025-02-18,PF,tap,normal,D1Anticipation,credit,7,616097.03,468,455
2025-02-18,PJ,tap,intermediary,D1Anticipation,credit,7,2678.1,2,2
2025-02-18,PJ,tap,aggressive,D1Anticipation,credit,7,20453.08,7,7
2025-02-18,PJ,link,aggressive,D0/Nitro,credit,7,448.57,2,2
2025-02-18,PJ,pos,aggressive,D1Anticipation,credit,7,160061.87,97,93
2025-02-18,PF,tap,intermediary,D0/Nitro,credit,7,600,1,1
2025-02-18,PJ,tap,normal,D1Anticipation,credit,7,304164.86,131,129
2025-02-18,PJ,pos,normal,D1Anticipation,credit,7,562137.48,361,351
2025-02-18,PJ,pos,normal,D0/Nitro,credit,7,33253.25,26,24
2025-02-18,PJ,tap,domination,D1Anticipation,credit,7,2125,2,2
2025-02-18,PJ,pos,domination,D1Anticipation,credit,7,95632.54,46,43
2025-02-18,PJ,link,normal,D1Anticipation,credit,7,113573.05,83,82
2025-02-18,PJ,tap,normal,D0/Nitro,credit,7,44781.78,32,32
2025-02-18,PF,link,normal,D0/Nitro,credit,7,152553.04,159,156
2025-02-18,PJ,pos,aggressive,D0/Nitro,credit,7,2971.1,3,2
2025-02-18,PJ,link,aggressive,D1Anticipation,credit,7,17133.28,14,14
2025-02-18,PJ,link,domination,D1Anticipation,credit,7,2195,1,1
2025-02-18,PJ,pos,intermediary,D1Anticipation,credit,7,76944.38,45,44
2025-02-18,PF,tap,aggressive,D0/Nitro,credit,7,750,1,1
2025-02-18,PF,tap,intermediary,D1Anticipation,credit,7,13585.22,2,2
2025-02-18,PF,tap,normal,D0/Nitro,credit,7,365088.51,341,335
2025-02-18,PJ,link,normal,D0/Nitro,credit,7,52126.94,40,39
2025-02-18,PF,tap,aggressive,D1Anticipation,credit,7,620,1,1
2025-02-18,PJ,link,intermediary,D1Anticipation,credit,7,10030.27,5,5
2025-02-18,PF,pos,normal,D1Anticipation,credit,7,5102.51,4,4
2025-02-18,PF,link,normal,D1Anticipation,credit,7,103325.83,80,80
2025-02-18,PF,link,aggressive,D1Anticipation,credit,7,898.74,1,1
2025-02-18,PJ,link,domination,D1Anticipation,credit,8,17233.33,11,11
2025-02-18,PF,pos,normal,D1Anticipation,credit,8,14820.03,7,7
2025-02-18,PJ,pos,normal,D1Anticipation,credit,8,1320043.56,650,619
2025-02-18,PJ,link,intermediary,D1Anticipation,credit,8,66282.98,13,13
2025-02-18,PF,tap,normal,D1Anticipation,credit,8,1245351.61,785,747
2025-02-18,PJ,pos,normal,D0/Nitro,credit,8,65390.62,37,35
2025-02-18,PJ,link,normal,D1Anticipation,credit,8,254540.35,144,141
2025-02-18,PJ,pos,intermediary,D1Anticipation,credit,8,205487.36,97,91
2025-02-18,PF,link,normal,D0/Nitro,credit,8,220322.37,165,164
2025-02-18,PJ,pos,intermediary,D0/Nitro,credit,8,1850,3,2
2025-02-18,PJ,link,aggressive,D0/Nitro,credit,8,2067,1,1
2025-02-18,PF,tap,aggressive,D0/Nitro,credit,8,360,1,1
2025-02-18,PF,tap,normal,D0/Nitro,credit,8,556895.32,431,414
2025-02-18,PJ,pos,domination,D1Anticipation,credit,8,192153.82,85,72
2025-02-18,PJ,link,domination,D0/Nitro,credit,8,3098.56,1,1
2025-02-18,PJ,pos,domination,D0/Nitro,credit,8,800,1,1
